date,evap_reference_mm,EQUILIBRIUM_OPEN_WATER_PROXY__RAW,EQUILIBRIUM_OPEN_WATER_PROXY__SCALE,EQUILIBRIUM_OPEN_WATER_PROXY__AFFINE,PRIESTLEY_TAYLOR_OPEN_WATER_PROXY__RAW,PRIESTLEY_TAYLOR_OPEN_WATER_PROXY__SCALE,PRIESTLEY_TAYLOR_OPEN_WATER_PROXY__AFFINE,PM_REFERENCE_DEMAND_PROXY__RAW,PM_REFERENCE_DEMAND_PROXY__SCALE,PM_REFERENCE_DEMAND_PROXY__AFFINE,RADIATION_ENERGY_PROXY__RAW,RADIATION_ENERGY_PROXY__SCALE,RADIATION_ENERGY_PROXY__AFFINE,AERO_VPD_WIND_INDEX__RAW,AERO_VPD_WIND_INDEX__SCALE,AERO_VPD_WIND_INDEX__AFFINE,TRANSPARENT_COMBINATION_PT_PLUS_AERO
2007-01-04,2.890972638389004,3.476838002512771,2.781214027491636,3.0093761884997674,4.3808158831660915,2.7812140274916355,3.0093761884997674,2.782888796571363,2.7282007634483083,3.0147252727765856,5.122777250775199,2.8230828831394588,3.011568422540295,0.7926931475527546,3.166695287794252,3.4528223446976627,3.0093761884997603
2007-01-05,2.733778086773609,3.7681003551949757,3.014202432581121,3.171402840600508,4.74780644754567,3.014202432581121,3.171402840600508,2.934604458460101,2.8769349798862334,3.109826903231286,5.525604369424159,3.0450746442198726,3.1740534789316674,0.5249542750814838,2.097116941580916,3.4528223446976627,3.171402840600501
2007-01-06,2.8794131138436465,3.9871404957144145,3.1894183934502,3.293252919463133,5.023797024600162,3.1894183934501994,3.2932529194631326,3.1573276309210865,3.095281300405515,3.249438968178257,5.804213389875094,3.198611742988761,3.286433704351806,0.6725556937749381,2.6867634125909374,3.4528223446976627,3.2932529194631255
2007-01-07,3.089836469482269,4.158851907729308,3.3267748614337735,3.388774448284334,5.240153403738928,3.326774861433773,3.388774448284334,3.3943283824312442,3.3276246236473406,3.3980008081821893,6.030960850594652,3.3235687426427774,3.3778949596545416,0.9642257711753361,3.851943485795691,3.4528223446976627,3.3887744482843267
2007-01-08,2.9818428878897447,3.541716914337259,2.833112372920514,3.045467749177129,4.462563312064947,2.833112372920514,3.0454677491771296,3.179546377252095,3.1170634142929994,3.2633665942152312,5.177764684995661,2.853385603077565,3.033748250899653,1.2074267944843293,4.823496648424834,3.4528223446976627,3.0454677491771225
2007-01-09,2.917814216642982,3.8402464114021666,3.071913957652644,3.2115370489589683,4.83871047836673,3.071913957652644,3.2115370489589683,3.464310682878083,3.3962316645546755,3.441868598709616,5.606600598120924,3.0897104063541883,3.206724260460532,1.2222468571866236,4.882700670648386,3.4528223446976627,3.211537048958961
2007-01-10,2.707065095899184,3.369696673594886,2.6955088647273193,2.949774421686017,4.245817808729556,2.695508864727319,2.949774421686017,3.0964080627426935,3.035558895177538,3.211252071794348,4.983044574519564,2.746078378113819,2.9552056040258354,1.1411420386135156,4.55869856770883,3.4528223446976627,2.94977442168601
2007-01-11,2.479844384683378,3.034673215349687,2.4275148020367663,2.763403856404244,3.823688251340606,2.4275148020367663,2.763403856404244,2.8048372115710114,2.749717858429716,3.028483443992249,4.4811621960115895,2.469498803645541,2.7527654434745576,1.0404071213370283,4.156277039478618,3.4528223446976627,2.7634038564042367
2007-01-12,3.0204297507042424,3.7120047979383255,2.969330123140934,3.1401973818231514,4.67712604540229,2.9693301231409337,3.1401973818231514,3.3221876607869834,3.2569015778296033,3.3527800302800417,5.4721007118837095,3.015589610537227,3.152472149348491,1.2057225039780213,4.816688252601028,3.4528223446976627,3.1401973818231443
2007-01-13,3.184118963175823,4.224023973198375,3.378907708161799,3.42502908772263,5.322270206229953,3.3789077081617984,3.42502908772263,3.8392448726687767,3.7637978224586828,3.6768928033197925,6.1435797010433895,3.3856312398892783,3.4233210976148336,1.4616123657799753,5.838931502797211,3.4528223446976627,3.425029087722623
