stable_z_m,predicted_z_m,residual_m,abs_residual_m,nearest_neighbor_m,n_neighbors
1552.479,1552.5673214168264,0.08832141682637484,0.08832141682637484,20.0,8
1552.479,1552.676876472627,0.19787647262705832,0.19787647262705832,20.0,8
1552.479,1552.8371078302368,0.35810783023680415,0.35810783023680415,20.0,8
1553.7816666666668,1552.912128811586,-0.8695378550808073,0.8695378550808073,20.0,8
1552.479,1552.9814477074444,0.5024477074443894,0.5024477074443894,20.0,8
1552.479,1552.7540324321023,0.2750324321023072,0.2750324321023072,28.284271247461902,7
1553.98125,1553.7300586703368,-0.25119132966324287,0.25119132966324287,20.0,8
1553.98125,1552.874914319831,-1.1063356801689679,1.1063356801689679,20.0,8
1552.479,1552.7918783737787,0.3128783737786307,0.3128783737786307,28.284271247461902,8
1552.479,1552.4789999999998,-2.2737367544323206e-13,2.2737367544323206e-13,20.0,8
1552.479,1552.5919610374417,0.1129610374416643,0.1129610374416643,20.0,8
1552.479,1552.5992297320734,0.12022973207331233,0.12022973207331233,20.0,8
1552.479,1552.537668130564,0.05866813056400133,0.05866813056400133,20.0,8
1552.479,1552.4790000000003,2.2737367544323206e-13,2.2737367544323206e-13,20.0,8
1553.98125,1552.8434397141648,-1.1378102858352577,1.1378102858352577,20.0,8
1552.479,1552.992745724129,0.5137457241289667,0.5137457241289667,20.0,8
1553.924,1553.136286424596,-0.787713575404041,0.787713575404041,40.0,8
1553.7816666666668,1553.273711900259,-0.5079547664076927,0.5079547664076927,20.0,8
1553.924,1552.923358993865,-1.0006410061350834,1.0006410061350834,20.0,4
1553.98125,1553.6473657809568,-0.33388421904328425,0.33388421904328425,20.0,8
1552.479,1553.0540233148847,0.5750233148846746,0.5750233148846746,20.0,8
1552.479,1552.8364700172203,0.3574700172202938,0.3574700172202938,20.0,8
1552.479,1552.652892654753,0.17389265475298998,0.17389265475298998,28.284271247461902,8
