model,n,obs_mean,sim_mean,bias,relative_bias_pct,mae,rmse,pearson_r,variable,obs_column,cmip_column,obs_trend_per_decade,cmip_trend_per_decade,trend_difference_per_decade
HadGEM3-GC31-LL,12418,6.079980339721177,6.679381244092774,0.5994009043715972,9.858599384863886,5.97130480530715,9.507166945441528,0.3349470949568512,precip_vs_era5,era_precip_mm,pr_mm_day,86.55034280169134,-66.1180479877678,-152.66839078945912
HadGEM3-GC31-LL,12418,4.328760014802917,6.679381244092774,2.350621229289857,54.30241503921483,5.929814980027662,9.481418264853623,0.2998227987148842,precip_vs_chirps,chirps_precip_mm,pr_mm_day,79.57510910232666,-66.1180479877678,-145.69315709009447
HadGEM3-GC31-LL,12418,5.204370177262047,6.679381244092774,1.475011066830727,28.34177847830785,5.553546507014111,8.741930968541395,0.360993114413296,precip_vs_consensus,precip_consensus_mm,pr_mm_day,83.06272595200895,-66.1180479877678,-149.18077393977674
HadGEM3-GC31-LL,12418,16.271866007186908,17.559684070154134,1.2878180629672236,7.9143846341803945,1.5755840262443124,1.8914485068535296,0.35450178320739306,tas,tmean_c,tas_c,0.1007013019605791,0.38100739566268743,0.28030609370210835
HadGEM3-GC31-LL,12418,13.446130142796218,11.915758489696767,-1.5303716530994513,-11.381502609651223,1.823809020094668,2.325379627452785,0.46590307022952143,tasmin,tmin_c,tasmin_c,0.07892369263680964,0.27119537317116577,0.19227168053435612
HadGEM3-GC31-LL,12418,20.360605624004958,23.203609719986304,2.8430040959813465,13.963258993777043,3.004422456126838,3.492754778148831,0.24910507038768986,tasmax,tmax_c,tasmax_c,0.15571252815721662,0.49081935838358737,0.3351068302263708
HadGEM3-GC31-LL,12418,78.48741874049715,80.68687147380365,2.1994527333065053,2.802299742559445,7.271900969402195,9.256494745169805,0.5809030679074201,rh,rh_derived_pct,rh_pct,-0.45331520094804933,-0.7573972233134916,-0.30408202236544224
HadGEM3-GC31-LL,12418,18.958588617734225,20.818988533144164,1.8603999154099409,9.812966317912966,3.270586694297847,4.283986780525063,0.29152515572220283,shortwave,solar_mj_m2,rsds_mj_m2_day,-0.002873918555563225,-0.008998592608530705,-0.0061246740529674795
HadGEM3-GC31-LL,12418,31.14497811398399,28.36677035865743,-2.778207755326555,-8.920243081112165,2.8422394718672113,3.1081338670785157,0.44292584639076404,longwave,longwave_mj_m2,rlds_mj_m2_day,0.05663920573494642,0.13464620924637116,0.07800700351142474
HadGEM3-GC31-LL,12418,0.8453482250675511,2.7824588488425275,1.937110623774977,229.14942816851408,1.9464079028835641,2.341773725801293,0.13191697986498166,wind,wind_ms,sfcWind_ms,0.013394066583884399,0.046063036115946324,0.03266896953206193
IPSL-CM6A-LR,12418,6.079980339721177,6.75457270434045,0.6745923646192747,11.095305032683887,5.614695968756537,8.912188728645642,0.3730518943708409,precip_vs_era5,era_precip_mm,pr_mm_day,86.55034280169134,38.232806205874034,-48.31753659581731
IPSL-CM6A-LR,12418,4.328760014802917,6.75457270434045,2.4258126895375347,56.03943580244836,5.651300481591546,8.839574401110978,0.34685688005924203,precip_vs_chirps,chirps_precip_mm,pr_mm_day,79.57510910232666,38.232806205874034,-41.34230289645263
IPSL-CM6A-LR,12418,5.204370177262047,6.75457270434045,1.5502025270784048,29.786553882182663,5.194290216580039,8.066113748381722,0.4088876999102374,precip_vs_consensus,precip_consensus_mm,pr_mm_day,83.06272595200895,38.232806205874034,-44.82991974613491
IPSL-CM6A-LR,12418,16.271866007186908,17.50004463192748,1.228178624740567,7.547865894410075,1.6292247122227461,1.9892381110442625,0.3473803949888182,tas,tmean_c,tas_c,0.1007013019605791,0.41673974439566985,0.31603844243509077
IPSL-CM6A-LR,12418,13.446130142796218,11.943977133875785,-1.5021530089204305,-11.171638181155126,1.859478271866072,2.4996621424719674,0.45207545882678274,tasmin,tmin_c,tasmin_c,0.07892369263680964,0.44493360342206717,0.3660099107852575
IPSL-CM6A-LR,12418,20.360605624004958,23.056112053191505,2.6955064291865494,13.238832277211703,2.83224008497934,3.2786087639954182,0.2752384798895513,tasmax,tmax_c,tasmax_c,0.15571252815721662,0.3885457442875707,0.2328332161303541
IPSL-CM6A-LR,12418,78.48741874049715,81.16668095681383,2.679262216316679,3.4136199907084728,7.060756742390131,8.964664315317231,0.6082103380643876,rh,rh_derived_pct,rh_pct,-0.45331520094804933,0.03976861632203452,0.4930838172700839
IPSL-CM6A-LR,12418,18.958588617734225,20.765921778264044,1.8073331605298175,9.533057533825085,3.18796176116558,4.184165459078067,0.3128478795169616,shortwave,solar_mj_m2,rsds_mj_m2_day,-0.002873918555563225,-0.04823845277025402,-0.0453645342146908
IPSL-CM6A-LR,12418,31.14497811398399,28.322094468846785,-2.822883645137202,-9.063688003908844,2.8822972666658275,3.133333430557101,0.46776299493604473,longwave,longwave_mj_m2,rlds_mj_m2_day,0.05663920573494642,0.11846448491362309,0.06182527917867667
IPSL-CM6A-LR,12418,0.8453482250675511,2.8322523788926506,1.9869041538251,235.0397262224485,1.9966720243749678,2.4207078586100828,0.1387678373585634,wind,wind_ms,sfcWind_ms,0.013394066583884399,0.015300966787721417,0.001906900203837018
MIROC6,12418,6.079980339721177,6.595709751127295,0.5157294114061189,8.482419063706542,6.1285472457964145,9.902037852037594,0.30667451909042553,precip_vs_era5,era_precip_mm,pr_mm_day,86.55034280169134,-38.31768265766137,-124.86802545935271
MIROC6,12418,4.328760014802917,6.595709751127295,2.2669497363243787,52.36949446428459,6.0621102476038855,9.849096853730869,0.272728072272301,precip_vs_chirps,chirps_precip_mm,pr_mm_day,79.57510910232666,-38.31768265766137,-117.89279175998803
